City,Province,Latitude,Longitude,Year,Month,Date,tas,tasmax,tasmin,pr
Islamabad,Federal Capital Territory,33.6844,73.0479,1998,7,1998-07,28.07,31.79,24.8,163.5
Islamabad,Federal Capital Territory,33.6844,73.0479,1998,8,1998-08,27.37,30.93,24.25,144.2
Islamabad,Federal Capital Territory,33.6844,73.0479,1998,9,1998-09,25.49,30.36,21.09,51.9
Islamabad,Federal Capital Territory,33.6844,73.0479,1998,10,1998-10,21.94,28.41,16.3,8.2
Islamabad,Federal Capital Territory,33.6844,73.0479,1998,11,1998-11,16.5,24.24,10.2,0.0
Islamabad,Federal Capital Territory,33.6844,73.0479,1998,12,1998-12,12.45,20.14,6.62,0.0
Islamabad,Federal Capital Territory,33.6844,73.0479,1999,1,1999-01,9.53,14.87,5.19,152.1
Islamabad,Federal Capital Territory,33.6844,73.0479,1999,2,1999-02,12.77,18.92,7.75,47.9
Islamabad,Federal Capital Territory,33.6844,73.0479,1999,3,1999-03,15.99,22.12,10.49,121.3
Islamabad,Federal Capital Territory,33.6844,73.0479,1999,4,1999-04,23.32,30.78,15.97,15.8
Islamabad,Federal Capital Territory,33.6844,73.0479,1999,5,1999-05,28.43,35.17,21.15,18.7
Islamabad,Federal Capital Territory,33.6844,73.0479,1999,6,1999-06,30.44,36.37,23.99,68.8
Islamabad,Federal Capital Territory,33.6844,73.0479,1999,7,1999-07,28.69,32.75,24.68,120.7
Islamabad,Federal Capital Territory,33.6844,73.0479,1999,8,1999-08,27.46,31.67,23.56,122.5
Islamabad,Federal Capital Territory,33.6844,73.0479,1999,9,1999-09,26.67,31.39,22.55,95.3
Islamabad,Federal Capital Territory,33.6844,73.0479,1999,10,1999-10,21.81,28.94,15.38,1.7
Islamabad,Federal Capital Territory,33.6844,73.0479,1999,11,1999-11,15.35,21.69,10.34,82.1
Islamabad,Federal Capital Territory,33.6844,73.0479,1999,12,1999-12,10.98,19.0,4.83,0.0
Islamabad,Federal Capital Territory,33.6844,73.0479,2000,1,2000-01,9.88,15.96,5.01,98.3
Islamabad,Federal Capital Territory,33.6844,73.0479,2000,2,2000-02,9.79,16.01,3.97,40.3
Islamabad,Federal Capital Territory,33.6844,73.0479,2000,3,2000-03,15.51,22.28,9.05,41.6
Islamabad,Federal Capital Territory,33.6844,73.0479,2000,4,2000-04,24.8,32.19,17.05,6.0
Islamabad,Federal Capital Territory,33.6844,73.0479,2000,5,2000-05,31.23,38.12,24.05,23.7
Islamabad,Federal Capital Territory,33.6844,73.0479,2000,6,2000-06,31.06,36.7,25.13,125.3
Islamabad,Federal Capital Territory,33.6844,73.0479,2000,7,2000-07,28.0,31.81,24.35,88.2
Islamabad,Federal Capital Territory,33.6844,73.0479,2000,8,2000-08,27.48,31.54,23.65,100.0
Islamabad,Federal Capital Territory,33.6844,73.0479,2000,9,2000-09,26.09,31.35,21.18,53.6
Islamabad,Federal Capital Territory,33.6844,73.0479,2000,10,2000-10,23.59,30.79,17.05,10.6
Islamabad,Federal Capital Territory,33.6844,73.0479,2000,11,2000-11,16.87,23.54,11.02,1.7
Islamabad,Federal Capital Territory,33.6844,73.0479,2000,12,2000-12,11.83,19.36,5.94,24.3
Islamabad,Federal Capital Territory,33.6844,73.0479,2001,1,2001-01,9.51,16.88,3.47,15.0
Islamabad,Federal Capital Territory,33.6844,73.0479,2001,2,2001-02,13.26,20.25,6.72,19.6
Islamabad,Federal Capital Territory,33.6844,73.0479,2001,3,2001-03,17.97,25.06,10.97,65.3
Islamabad,Federal Capital Territory,33.6844,73.0479,2001,4,2001-04,22.49,29.06,15.85,37.5
Islamabad,Federal Capital Territory,33.6844,73.0479,2001,5,2001-05,30.69,37.68,23.21,18.8
Islamabad,Federal Capital Territory,33.6844,73.0479,2001,6,2001-06,29.08,33.98,24.45,137.7
Islamabad,Federal Capital Territory,33.6844,73.0479,2001,7,2001-07,27.49,31.31,24.1,234.2
Islamabad,Federal Capital Territory,33.6844,73.0479,2001,8,2001-08,27.53,31.67,23.61,60.2
Islamabad,Federal Capital Territory,33.6844,73.0479,2001,9,2001-09,25.93,31.81,20.08,38.3
Islamabad,Federal Capital Territory,33.6844,73.0479,2001,10,2001-10,23.2,30.31,16.69,3.8
Islamabad,Federal Capital Territory,33.6844,73.0479,2001,11,2001-11,15.38,22.26,9.89,88.6
Islamabad,Federal Capital Territory,33.6844,73.0479,2001,12,2001-12,11.95,18.98,6.37,3.0
Islamabad,Federal Capital Territory,33.6844,73.0479,2002,1,2002-01,9.97,16.96,4.3,43.0
Islamabad,Federal Capital Territory,33.6844,73.0479,2002,2,2002-02,11.25,17.47,5.66,136.2
Islamabad,Federal Capital Territory,33.6844,73.0479,2002,3,2002-03,16.87,23.46,10.73,75.2
Islamabad,Federal Capital Territory,33.6844,73.0479,2002,4,2002-04,23.33,30.1,16.46,31.3
Islamabad,Federal Capital Territory,33.6844,73.0479,2002,5,2002-05,30.33,37.37,22.6,10.5
Islamabad,Federal Capital Territory,33.6844,73.0479,2002,6,2002-06,30.66,36.31,24.45,114.0
Islamabad,Federal Capital Territory,33.6844,73.0479,2002,7,2002-07,31.02,36.45,25.57,63.0
Islamabad,Federal Capital Territory,33.6844,73.0479,2002,8,2002-08,27.89,31.86,24.41,217.8
Islamabad,Federal Capital Territory,33.6844,73.0479,2002,9,2002-09,24.43,29.59,19.55,40.3
Islamabad,Federal Capital Territory,33.6844,73.0479,2002,10,2002-10,22.25,28.82,16.27,10.9
Islamabad,Federal Capital Territory,33.6844,73.0479,2002,11,2002-11,16.92,23.79,11.21,2.3
Islamabad,Federal Capital Territory,33.6844,73.0479,2002,12,2002-12,11.93,18.27,7.06,62.9
Islamabad,Federal Capital Territory,33.6844,73.0479,2003,1,2003-01,9.99,16.63,4.7,19.1
Islamabad,Federal Capital Territory,33.6844,73.0479,2003,2,2003-02,11.62,17.24,6.49,275.2
Islamabad,Federal Capital Territory,33.6844,73.0479,2003,3,2003-03,15.42,21.17,9.96,141.1
Islamabad,Federal Capital Territory,33.6844,73.0479,2003,4,2003-04,21.57,28.03,15.3,66.9
Islamabad,Federal Capital Territory,33.6844,73.0479,2003,5,2003-05,25.69,32.51,18.54,18.4
Islamabad,Federal Capital Territory,33.6844,73.0479,2003,6,2003-06,31.91,38.18,24.93,22.9
Islamabad,Federal Capital Territory,33.6844,73.0479,2003,7,2003-07,28.67,32.83,24.79,144.4
Islamabad,Federal Capital Territory,33.6844,73.0479,2003,8,2003-08,27.36,31.58,23.61,151.8
Islamabad,Federal Capital Territory,33.6844,73.0479,2003,9,2003-09,25.77,30.47,21.52,128.7
Islamabad,Federal Capital Territory,33.6844,73.0479,2003,10,2003-10,21.01,28.19,14.67,9.1
Islamabad,Federal Capital Territory,33.6844,73.0479,2003,11,2003-11,14.89,21.7,9.35,36.5
Islamabad,Federal Capital Territory,33.6844,73.0479,2003,12,2003-12,11.35,17.76,6.29,71.4
Islamabad,Federal Capital Territory,33.6844,73.0479,2004,1,2004-01,9.71,14.97,5.25,134.5
Islamabad,Federal Capital Territory,33.6844,73.0479,2004,2,2004-02,12.33,19.47,6.14,57.0
Islamabad,Federal Capital Territory,33.6844,73.0479,2004,3,2004-03,19.99,27.41,12.88,3.4
Islamabad,Federal Capital Territory,33.6844,73.0479,2004,4,2004-04,24.77,31.23,18.37,122.5
Islamabad,Federal Capital Territory,33.6844,73.0479,2004,5,2004-05,27.4,34.49,19.61,29.3
Islamabad,Federal Capital Territory,33.6844,73.0479,2004,6,2004-06,30.46,36.16,24.37,21.8
Islamabad,Federal Capital Territory,33.6844,73.0479,2004,7,2004-07,30.1,34.98,25.29,90.3
Islamabad,Federal Capital Territory,33.6844,73.0479,2004,8,2004-08,27.96,32.48,23.81,59.4
Islamabad,Federal Capital Territory,33.6844,73.0479,2004,9,2004-09,27.0,32.68,21.7,72.9
Islamabad,Federal Capital Territory,33.6844,73.0479,2004,10,2004-10,19.51,25.42,14.43,171.7
Islamabad,Federal Capital Territory,33.6844,73.0479,2004,11,2004-11,16.05,22.88,10.57,20.5
Islamabad,Federal Capital Territory,33.6844,73.0479,2004,12,2004-12,11.84,18.32,6.84,78.1
Islamabad,Federal Capital Territory,33.6844,73.0479,2005,1,2005-01,8.43,14.37,3.55,86.1
Islamabad,Federal Capital Territory,33.6844,73.0479,2005,2,2005-02,10.19,14.71,6.26,195.3
Islamabad,Federal Capital Territory,33.6844,73.0479,2005,3,2005-03,16.26,21.6,11.35,158.0
Islamabad,Federal Capital Territory,33.6844,73.0479,2005,4,2005-04,20.32,27.1,13.54,44.8
Islamabad,Federal Capital Territory,33.6844,73.0479,2005,5,2005-05,24.58,30.69,18.15,38.5
Islamabad,Federal Capital Territory,33.6844,73.0479,2005,6,2005-06,31.36,37.79,24.23,19.6
Islamabad,Federal Capital Territory,33.6844,73.0479,2005,7,2005-07,28.02,32.15,24.33,149.1
Islamabad,Federal Capital Territory,33.6844,73.0479,2005,8,2005-08,27.81,32.24,23.81,99.7
Islamabad,Federal Capital Territory,33.6844,73.0479,2005,9,2005-09,26.99,32.16,22.17,47.1
Islamabad,Federal Capital Territory,33.6844,73.0479,2005,10,2005-10,22.05,28.95,15.85,38.0
Islamabad,Federal Capital Territory,33.6844,73.0479,2005,11,2005-11,15.48,22.64,9.7,17.8
Islamabad,Federal Capital Territory,33.6844,73.0479,2005,12,2005-12,10.92,19.08,4.6,0.0
Islamabad,Federal Capital Territory,33.6844,73.0479,2006,1,2006-01,9.68,15.78,4.85,114.0
Islamabad,Federal Capital Territory,33.6844,73.0479,2006,2,2006-02,15.42,21.76,9.98,48.4
Islamabad,Federal Capital Territory,33.6844,73.0479,2006,3,2006-03,16.74,22.55,11.41,53.9
Islamabad,Federal Capital Territory,33.6844,73.0479,2006,4,2006-04,22.92,29.96,15.37,24.5
Islamabad,Federal Capital Territory,33.6844,73.0479,2006,5,2006-05,31.05,37.95,23.55,13.5
Islamabad,Federal Capital Territory,33.6844,73.0479,2006,6,2006-06,30.91,36.69,24.21,28.3
Islamabad,Federal Capital Territory,33.6844,73.0479,2006,7,2006-07,28.92,33.12,24.93,181.1
Islamabad,Federal Capital Territory,33.6844,73.0479,2006,8,2006-08,26.98,30.65,23.8,147.2
Islamabad,Federal Capital Territory,33.6844,73.0479,2006,9,2006-09,26.13,31.9,20.98,35.3
Islamabad,Federal Capital Territory,33.6844,73.0479,2006,10,2006-10,23.33,29.88,17.41,18.5
Islamabad,Federal Capital Territory,33.6844,73.0479,2006,11,2006-11,16.24,22.17,11.23,34.6
Islamabad,Federal Capital Territory,33.6844,73.0479,2006,12,2006-12,10.72,16.93,5.9,91.9
Islamabad,Federal Capital Territory,33.6844,73.0479,2007,1,2007-01,9.81,17.35,3.84,2.5
Islamabad,Federal Capital Territory,33.6844,73.0479,2007,2,2007-02,12.69,17.73,8.14,203.6
Islamabad,Federal Capital Territory,33.6844,73.0479,2007,3,2007-03,15.26,21.11,9.72,181.1
Islamabad,Federal Capital Territory,33.6844,73.0479,2007,4,2007-04,23.97,31.28,16.46,65.6
Islamabad,Federal Capital Territory,33.6844,73.0479,2007,5,2007-05,28.24,34.6,21.29,11.9
Islamabad,Federal Capital Territory,33.6844,73.0479,2007,6,2007-06,29.98,35.28,24.54,215.7
Islamabad,Federal Capital Territory,33.6844,73.0479,2007,7,2007-07,28.42,32.39,24.57,107.3
Islamabad,Federal Capital Territory,33.6844,73.0479,2007,8,2007-08,28.12,32.22,24.54,122.7
Islamabad,Federal Capital Territory,33.6844,73.0479,2007,9,2007-09,26.45,31.72,21.68,29.1
Islamabad,Federal Capital Territory,33.6844,73.0479,2007,10,2007-10,22.29,29.88,15.22,0.0
Islamabad,Federal Capital Territory,33.6844,73.0479,2007,11,2007-11,17.79,24.86,11.82,9.9
Islamabad,Federal Capital Territory,33.6844,73.0479,2007,12,2007-12,11.15,17.96,5.86,7.2
Islamabad,Federal Capital Territory,33.6844,73.0479,2008,1,2008-01,8.13,13.57,3.6,133.0
Islamabad,Federal Capital Territory,33.6844,73.0479,2008,2,2008-02,10.66,17.2,4.83,56.4
Islamabad,Federal Capital Territory,33.6844,73.0479,2008,3,2008-03,19.51,26.7,12.67,7.9
Islamabad,Federal Capital Territory,33.6844,73.0479,2008,4,2008-04,21.27,27.29,15.22,112.3
Islamabad,Federal Capital Territory,33.6844,73.0479,2008,5,2008-05,27.83,34.59,20.48,31.3
Islamabad,Federal Capital Territory,33.6844,73.0479,2008,6,2008-06,29.35,33.92,24.96,144.4
Islamabad,Federal Capital Territory,33.6844,73.0479,2008,7,2008-07,27.97,31.8,24.46,206.2
Islamabad,Federal Capital Territory,33.6844,73.0479,2008,8,2008-08,27.44,31.61,23.71,90.0
Islamabad,Federal Capital Territory,33.6844,73.0479,2008,9,2008-09,26.03,32.05,20.35,34.0
Islamabad,Federal Capital Territory,33.6844,73.0479,2008,10,2008-10,23.23,29.71,17.54,22.4
Islamabad,Federal Capital Territory,33.6844,73.0479,2008,11,2008-11,16.91,24.25,10.95,14.7
Islamabad,Federal Capital Territory,33.6844,73.0479,2008,12,2008-12,12.95,19.73,8.0,81.0
Islamabad,Federal Capital Territory,33.6844,73.0479,2009,1,2009-01,11.21,17.14,6.31,90.9
Islamabad,Federal Capital Territory,33.6844,73.0479,2009,2,2009-02,12.75,18.65,7.62,128.6
Islamabad,Federal Capital Territory,33.6844,73.0479,2009,3,2009-03,16.82,22.98,11.23,66.8
Islamabad,Federal Capital Territory,33.6844,73.0479,2009,4,2009-04,20.77,26.79,14.77,102.5
Islamabad,Federal Capital Territory,33.6844,73.0479,2009,5,2009-05,27.08,33.99,19.59,23.8
Islamabad,Federal Capital Territory,33.6844,73.0479,2009,6,2009-06,30.44,36.89,23.07,10.7
Islamabad,Federal Capital Territory,33.6844,73.0479,2009,7,2009-07,30.71,35.82,25.42,78.2
Islamabad,Federal Capital Territory,33.6844,73.0479,2009,8,2009-08,28.42,32.59,24.73,109.6
Islamabad,Federal Capital Territory,33.6844,73.0479,2009,9,2009-09,27.33,33.43,21.6,26.4
Islamabad,Federal Capital Territory,33.6844,73.0479,2009,10,2009-10,22.48,29.81,15.84,4.1
Islamabad,Federal Capital Territory,33.6844,73.0479,2009,11,2009-11,15.97,22.94,10.24,24.5
Islamabad,Federal Capital Territory,33.6844,73.0479,2009,12,2009-12,11.93,18.91,6.46,8.4
Islamabad,Federal Capital Territory,33.6844,73.0479,2010,1,2010-01,12.09,19.27,6.26,37.9
Islamabad,Federal Capital Territory,33.6844,73.0479,2010,2,2010-02,12.56,18.2,7.75,214.6
Islamabad,Federal Capital Territory,33.6844,73.0479,2010,3,2010-03,19.67,26.41,13.53,28.8
Islamabad,Federal Capital Territory,33.6844,73.0479,2010,4,2010-04,25.34,32.33,18.46,18.8
Islamabad,Federal Capital Territory,33.6844,73.0479,2010,5,2010-05,28.57,35.27,21.53,31.7
Islamabad,Federal Capital Territory,33.6844,73.0479,2010,6,2010-06,30.92,37.24,24.03,18.5
Islamabad,Federal Capital Territory,33.6844,73.0479,2010,7,2010-07,29.43,34.03,25.06,247.5
Islamabad,Federal Capital Territory,33.6844,73.0479,2010,8,2010-08,27.09,30.52,24.15,164.9
Islamabad,Federal Capital Territory,33.6844,73.0479,2010,9,2010-09,25.26,30.21,20.89,48.3
Islamabad,Federal Capital Territory,33.6844,73.0479,2010,10,2010-10,22.52,29.15,16.7,7.7
Islamabad,Federal Capital Territory,33.6844,73.0479,2010,11,2010-11,17.38,24.58,11.38,0.8
Islamabad,Federal Capital Territory,33.6844,73.0479,2010,12,2010-12,11.61,18.76,5.96,13.9
Islamabad,Federal Capital Territory,33.6844,73.0479,2011,1,2011-01,9.22,16.1,3.52,32.6
Islamabad,Federal Capital Territory,33.6844,73.0479,2011,2,2011-02,11.62,16.79,7.08,166.1
Islamabad,Federal Capital Territory,33.6844,73.0479,2011,3,2011-03,16.66,23.11,10.62,97.9
Islamabad,Federal Capital Territory,33.6844,73.0479,2011,4,2011-04,20.26,26.56,14.19,131.2
Islamabad,Federal Capital Territory,33.6844,73.0479,2011,5,2011-05,28.91,35.83,21.59,8.2
Islamabad,Federal Capital Territory,33.6844,73.0479,2011,6,2011-06,30.9,36.52,25.09,62.6
Islamabad,Federal Capital Territory,33.6844,73.0479,2011,7,2011-07,28.65,32.82,24.53,85.1
Islamabad,Federal Capital Territory,33.6844,73.0479,2011,8,2011-08,28.08,32.21,24.37,95.7
Islamabad,Federal Capital Territory,33.6844,73.0479,2011,9,2011-09,26.41,31.78,21.67,70.6
Islamabad,Federal Capital Territory,33.6844,73.0479,2011,10,2011-10,22.27,28.79,16.41,46.1
Islamabad,Federal Capital Territory,33.6844,73.0479,2011,11,2011-11,17.59,24.46,12.28,14.1
Islamabad,Federal Capital Territory,33.6844,73.0479,2011,12,2011-12,11.75,19.15,6.05,10.3
Islamabad,Federal Capital Territory,33.6844,73.0479,2012,1,2012-01,8.14,14.25,3.12,78.7
Islamabad,Federal Capital Territory,33.6844,73.0479,2012,2,2012-02,9.98,15.51,4.99,74.2
Islamabad,Federal Capital Territory,33.6844,73.0479,2012,3,2012-03,16.16,22.67,9.99,36.4
Islamabad,Federal Capital Territory,33.6844,73.0479,2012,4,2012-04,22.18,28.27,15.94,63.3
Islamabad,Federal Capital Territory,33.6844,73.0479,2012,5,2012-05,27.78,34.64,20.22,11.5
Islamabad,Federal Capital Territory,33.6844,73.0479,2012,6,2012-06,32.98,39.49,25.25,2.8
Islamabad,Federal Capital Territory,33.6844,73.0479,2012,7,2012-07,31.6,36.83,26.52,61.1
Islamabad,Federal Capital Territory,33.6844,73.0479,2012,8,2012-08,27.61,31.53,24.05,236.4
Islamabad,Federal Capital Territory,33.6844,73.0479,2012,9,2012-09,25.08,29.73,21.04,121.6
Islamabad,Federal Capital Territory,33.6844,73.0479,2012,10,2012-10,20.82,27.75,14.64,13.4
Islamabad,Federal Capital Territory,33.6844,73.0479,2012,11,2012-11,15.91,22.65,10.13,9.1
Islamabad,Federal Capital Territory,33.6844,73.0479,2012,12,2012-12,11.34,17.74,6.36,82.7
Islamabad,Federal Capital Territory,33.6844,73.0479,2013,1,2013-01,8.91,15.83,3.33,17.0
Islamabad,Federal Capital Territory,33.6844,73.0479,2013,2,2013-02,11.46,16.82,6.58,261.4
Islamabad,Federal Capital Territory,33.6844,73.0479,2013,3,2013-03,16.74,23.11,10.8,78.5
Islamabad,Federal Capital Territory,33.6844,73.0479,2013,4,2013-04,21.37,27.38,15.23,24.5
Islamabad,Federal Capital Territory,33.6844,73.0479,2013,5,2013-05,28.08,35.01,20.48,18.4
Islamabad,Federal Capital Territory,33.6844,73.0479,2013,6,2013-06,30.85,36.2,24.99,60.4
Islamabad,Federal Capital Territory,33.6844,73.0479,2013,7,2013-07,29.11,33.14,25.34,89.8
Islamabad,Federal Capital Territory,33.6844,73.0479,2013,8,2013-08,26.73,30.23,23.81,331.8
Islamabad,Federal Capital Territory,33.6844,73.0479,2013,9,2013-09,26.1,30.71,21.78,33.0
Islamabad,Federal Capital Territory,33.6844,73.0479,2013,10,2013-10,23.17,28.86,18.16,8.8
Islamabad,Federal Capital Territory,33.6844,73.0479,2013,11,2013-11,14.97,21.96,9.19,20.9
Islamabad,Federal Capital Territory,33.6844,73.0479,2013,12,2013-12,11.42,17.99,6.18,7.1
Islamabad,Federal Capital Territory,33.6844,73.0479,2014,1,2014-01,10.08,16.89,4.41,9.8
Islamabad,Federal Capital Territory,33.6844,73.0479,2014,2,2014-02,10.72,16.18,5.84,87.7
Islamabad,Federal Capital Territory,33.6844,73.0479,2014,3,2014-03,14.51,19.85,9.48,216.7
Islamabad,Federal Capital Territory,33.6844,73.0479,2014,4,2014-04,19.84,25.71,13.8,51.3
Islamabad,Federal Capital Territory,33.6844,73.0479,2014,5,2014-05,25.02,30.85,18.7,44.9
Islamabad,Federal Capital Territory,33.6844,73.0479,2014,6,2014-06,31.57,37.73,24.68,10.6
Islamabad,Federal Capital Territory,33.6844,73.0479,2014,7,2014-07,29.91,34.07,25.8,89.2
Islamabad,Federal Capital Territory,33.6844,73.0479,2014,8,2014-08,27.94,32.55,23.52,152.3
Islamabad,Federal Capital Territory,33.6844,73.0479,2014,9,2014-09,25.28,29.56,21.24,373.3
Islamabad,Federal Capital Territory,33.6844,73.0479,2014,10,2014-10,20.9,26.44,16.13,26.3
Islamabad,Federal Capital Territory,33.6844,73.0479,2014,11,2014-11,15.39,22.46,9.68,11.3
Islamabad,Federal Capital Territory,33.6844,73.0479,2014,12,2014-12,11.22,18.12,5.78,0.0
Islamabad,Federal Capital Territory,33.6844,73.0479,2015,1,2015-01,10.38,16.71,5.16,36.2
Islamabad,Federal Capital Territory,33.6844,73.0479,2015,2,2015-02,12.73,18.3,7.83,119.8
Islamabad,Federal Capital Territory,33.6844,73.0479,2015,3,2015-03,15.45,20.87,10.38,203.7
Islamabad,Federal Capital Territory,33.6844,73.0479,2015,4,2015-04,20.91,26.52,15.27,100.5
Islamabad,Federal Capital Territory,33.6844,73.0479,2015,5,2015-05,26.06,32.75,19.15,51.2
Islamabad,Federal Capital Territory,33.6844,73.0479,2015,6,2015-06,29.04,34.65,22.86,29.5
Islamabad,Federal Capital Territory,33.6844,73.0479,2015,7,2015-07,27.94,31.35,24.79,314.8
Islamabad,Federal Capital Territory,33.6844,73.0479,2015,8,2015-08,27.25,31.06,23.92,111.1
Islamabad,Federal Capital Territory,33.6844,73.0479,2015,9,2015-09,25.44,31.17,19.96,71.9
Islamabad,Federal Capital Territory,33.6844,73.0479,2015,10,2015-10,21.28,27.35,16.03,101.6
Islamabad,Federal Capital Territory,33.6844,73.0479,2015,11,2015-11,15.3,21.31,10.34,71.2
Islamabad,Federal Capital Territory,33.6844,73.0479,2015,12,2015-12,10.85,17.54,5.62,50.4
Islamabad,Federal Capital Territory,33.6844,73.0479,2016,1,2016-01,10.25,16.36,5.23,41.8
Islamabad,Federal Capital Territory,33.6844,73.0479,2016,2,2016-02,12.73,19.8,6.48,66.8
Islamabad,Federal Capital Territory,33.6844,73.0479,2016,3,2016-03,16.81,22.16,11.91,178.2
Islamabad,Federal Capital Territory,33.6844,73.0479,2016,4,2016-04,21.47,27.58,15.4,58.4
Islamabad,Federal Capital Territory,33.6844,73.0479,2016,5,2016-05,28.46,34.86,21.44,12.0
Islamabad,Federal Capital Territory,33.6844,73.0479,2016,6,2016-06,31.28,36.66,25.42,47.9
Islamabad,Federal Capital Territory,33.6844,73.0479,2016,7,2016-07,28.98,32.98,25.07,111.3
Islamabad,Federal Capital Territory,33.6844,73.0479,2016,8,2016-08,28.64,33.17,24.35,67.6
Islamabad,Federal Capital Territory,33.6844,73.0479,2016,9,2016-09,27.96,33.31,23.08,20.6
Islamabad,Federal Capital Territory,33.6844,73.0479,2016,10,2016-10,24.15,31.14,17.71,3.0
Islamabad,Federal Capital Territory,33.6844,73.0479,2016,11,2016-11,18.04,25.08,12.18,1.4
Islamabad,Federal Capital Territory,33.6844,73.0479,2016,12,2016-12,14.01,21.43,8.41,11.1
Islamabad,Federal Capital Territory,33.6844,73.0479,2017,1,2017-01,10.4,14.7,7.05,152.0
Islamabad,Federal Capital Territory,33.6844,73.0479,2017,2,2017-02,14.08,19.41,9.74,68.5
Islamabad,Federal Capital Territory,33.6844,73.0479,2017,3,2017-03,17.06,22.84,11.97,42.7
Islamabad,Federal Capital Territory,33.6844,73.0479,2017,4,2017-04,23.95,30.58,17.95,73.9
Islamabad,Federal Capital Territory,33.6844,73.0479,2017,5,2017-05,28.61,34.97,22.34,20.8
Islamabad,Federal Capital Territory,33.6844,73.0479,2017,6,2017-06,29.67,35.11,24.33,60.1
Islamabad,Federal Capital Territory,33.6844,73.0479,2017,7,2017-07,28.35,32.31,24.99,217.2
Islamabad,Federal Capital Territory,33.6844,73.0479,2017,8,2017-08,27.37,31.11,24.1,304.5
Islamabad,Federal Capital Territory,33.6844,73.0479,2017,9,2017-09,26.24,31.34,21.96,37.7
Islamabad,Federal Capital Territory,33.6844,73.0479,2017,10,2017-10,24.23,30.94,19.0,9.2
Islamabad,Federal Capital Territory,33.6844,73.0479,2017,11,2017-11,16.47,22.61,11.87,27.3
Islamabad,Federal Capital Territory,33.6844,73.0479,2017,12,2017-12,12.54,18.42,8.25,42.3
Islamabad,Federal Capital Territory,33.6844,73.0479,2018,1,2018-01,11.27,17.78,6.38,8.0
Islamabad,Federal Capital Territory,33.6844,73.0479,2018,2,2018-02,13.88,19.92,9.12,69.0
Islamabad,Federal Capital Territory,33.6844,73.0479,2018,3,2018-03,19.22,25.24,13.98,48.0
Islamabad,Federal Capital Territory,33.6844,73.0479,2018,4,2018-04,23.16,29.36,17.65,71.0
Islamabad,Federal Capital Territory,33.6844,73.0479,2018,5,2018-05,26.58,32.82,20.61,91.1
Islamabad,Federal Capital Territory,33.6844,73.0479,2018,6,2018-06,30.92,36.62,25.57,28.5
Islamabad,Federal Capital Territory,33.6844,73.0479,2018,7,2018-07,28.47,32.59,24.63,172.3
Islamabad,Federal Capital Territory,33.6844,73.0479,2018,8,2018-08,27.94,31.78,24.58,279.1
Islamabad,Federal Capital Territory,33.6844,73.0479,2018,9,2018-09,26.99,32.26,22.47,40.3
Islamabad,Federal Capital Territory,33.6844,73.0479,2018,10,2018-10,22.04,28.61,16.77,27.0
Islamabad,Federal Capital Territory,33.6844,73.0479,2018,11,2018-11,15.96,21.56,11.69,78.6
Islamabad,Federal Capital Territory,33.6844,73.0479,2018,12,2018-12,11.06,17.52,6.5,31.5
Islamabad,Federal Capital Territory,33.6844,73.0479,2019,1,2019-01,9.31,14.03,5.69,136.3
Islamabad,Federal Capital Territory,33.6844,73.0479,2019,2,2019-02,10.95,16.09,6.85,100.1
Islamabad,Federal Capital Territory,33.6844,73.0479,2019,3,2019-03,15.19,20.42,10.48,63.9
Islamabad,Federal Capital Territory,33.6844,73.0479,2019,4,2019-04,23.07,29.1,17.65,85.1
Islamabad,Federal Capital Territory,33.6844,73.0479,2019,5,2019-05,26.61,32.97,20.39,16.9
Islamabad,Federal Capital Territory,33.6844,73.0479,2019,6,2019-06,30.63,36.64,24.39,4.2
Islamabad,Federal Capital Territory,33.6844,73.0479,2019,7,2019-07,29.18,33.61,25.19,164.3
Islamabad,Federal Capital Territory,33.6844,73.0479,2019,8,2019-08,28.01,31.99,24.55,154.2
Islamabad,Federal Capital Territory,33.6844,73.0479,2019,9,2019-09,27.82,32.57,23.63,89.4
Islamabad,Federal Capital Territory,33.6844,73.0479,2019,10,2019-10,22.45,28.23,17.76,33.4
Islamabad,Federal Capital Territory,33.6844,73.0479,2019,11,2019-11,16.22,20.88,12.72,98.9
Islamabad,Federal Capital Territory,33.6844,73.0479,2019,12,2019-12,10.52,16.6,6.37,14.2
Islamabad,Federal Capital Territory,33.6844,73.0479,2020,1,2020-01,9.17,13.76,5.58,139.1
Islamabad,Federal Capital Territory,33.6844,73.0479,2020,2,2020-02,13.26,18.98,8.67,54.1
Islamabad,Federal Capital Territory,33.6844,73.0479,2020,3,2020-03,15.44,20.42,11.44,248.0
Islamabad,Federal Capital Territory,33.6844,73.0479,2020,4,2020-04,20.53,25.87,15.66,78.2
Islamabad,Federal Capital Territory,33.6844,73.0479,2020,5,2020-05,25.53,31.11,20.27,56.0
Islamabad,Federal Capital Territory,33.6844,73.0479,2020,6,2020-06,28.52,33.74,23.59,59.9
Islamabad,Federal Capital Territory,33.6844,73.0479,2020,7,2020-07,29.22,33.65,24.9,150.1
Islamabad,Federal Capital Territory,33.6844,73.0479,2020,8,2020-08,28.1,31.75,24.83,393.3
Islamabad,Federal Capital Territory,33.6844,73.0479,2020,9,2020-09,26.68,31.92,22.01,80.1
Islamabad,Federal Capital Territory,33.6844,73.0479,2020,10,2020-10,22.92,29.69,17.32,0.0
